<|AL|vgg16|used|32|[15, 2, 15]|acc|0.34983498349834985|>
<|AL|vgg16|used|64|[44, 3, 17]|acc|0.5181518151815182|>
<|AL|vgg16|used|96|[48, 21, 27]|acc|0.3415841584158416|>
<|AL|vgg16|used|128|[75, 21, 32]|acc|0.37293729372937295|>
<|AL|vgg16|used|160|[89, 25, 46]|acc|0.3547854785478548|>
<|AL|vgg16|used|192|[94, 36, 62]|acc|0.2854785478547855|>
<|AL|vgg16|used|224|[124, 38, 62]|acc|0.37293729372937295|>
<|AL|vgg16|used|256|[124, 38, 94]|acc|0.2854785478547855|>
<|AL|vgg16|used|288|[153, 38, 97]|acc|0.37293729372937295|>
<|AL|vgg16|used|320|[166, 41, 113]|acc|0.37293729372937295|>
<|AL|vgg16|used|352|[167, 65, 120]|acc|0.5346534653465347|>
<|AL|vgg16|used|384|[195, 68, 121]|acc|0.37293729372937295|>
<|AL|vgg16|used|416|[195, 79, 142]|acc|0.2854785478547855|>
<|AL|vgg16|used|448|[223, 83, 142]|acc|0.37293729372937295|>
<|AL|vgg16|used|480|[236, 99, 145]|acc|0.37293729372937295|>
<|AL|vgg16|used|512|[252, 110, 150]|acc|0.37293729372937295|>
