<|AL|vgg16|used|32|[17, 0, 15]|acc|0.4521452145214521|>
<|AL|vgg16|used|64|[30, 6, 28]|acc|0.4405940594059406|>
<|AL|vgg16|used|96|[33, 18, 45]|acc|0.30363036303630364|>
<|AL|vgg16|used|128|[62, 21, 45]|acc|0.37293729372937295|>
<|AL|vgg16|used|160|[84, 30, 46]|acc|0.37293729372937295|>
<|AL|vgg16|used|192|[110, 34, 48]|acc|0.37293729372937295|>
<|AL|vgg16|used|224|[128, 41, 55]|acc|0.37293729372937295|>
<|AL|vgg16|used|256|[128, 65, 63]|acc|0.37293729372937295|>
<|AL|vgg16|used|288|[128, 71, 89]|acc|0.2854785478547855|>
<|AL|vgg16|used|320|[154, 77, 89]|acc|0.37293729372937295|>
<|AL|vgg16|used|352|[154, 95, 103]|acc|0.4735973597359736|>
<|AL|vgg16|used|384|[154, 96, 134]|acc|0.2854785478547855|>
<|AL|vgg16|used|416|[176, 99, 141]|acc|0.2854785478547855|>
<|AL|vgg16|used|448|[192, 115, 141]|acc|0.37293729372937295|>
<|AL|vgg16|used|480|[200, 122, 158]|acc|0.46534653465346537|>
<|AL|vgg16|used|512|[212, 123, 177]|acc|0.37293729372937295|>
